district,A,AP,B,C,D,E,F,G,H,I,UK
council_district_code,7.0,6.0,10.0,,4.0,3.0,2.0,9.0,1.0,8.0,5.0
clearance_status,Not cleared,Cleared by Arrest,Cleared by Exception,
description,THEFT,THEFT BY SHOPLIFTING,BURGLARY OF RESIDENCE,THEFT OF LICENSE PLATE,BURGLARY NON RESIDENCE,BURGLARY OF VEHICLE,AGG ASLT STRANGLE/SUFFOCATE,AGG ASSAULT,THEFT OF VEHICLE/OTHER,AUTO THEFT,AGG ASSAULT FAM/DATE VIOLENCE,THEFT FROM AUTO,RAPE,BURGLARY OF COIN-OP MACHINE,THEFT OF BICYCLE,AGG ROBBERY/DEADLY WEAPON,AGG ASSAULT WITH MOTOR VEH,BREACH OF COMPUTER SECURITY,RAPE OF A CHILD,THEFT FROM BUILDING,THEFT FROM PERSON,BURG NON RESIDENCE SHEDS,AGG RAPE OF A CHILD,THEFT CATALYTIC CONVERTER,ROBBERY BY THREAT,THEFT OF AUTO PARTS,CAPITAL MURDER,MURDER,ROBBERY BY ASSAULT,DEADLY CONDUCT,THEFT OF METAL,AGG ASLT W/MOTOR VEH FAM/DAT V,AGG ASLT ENHANC STRANGL/SUFFOC,TAKE WEAPON FRM POLICE OFFICER,MISAPPLY FIDUCIARY PROP,AGG RAPE,AGG ROBBERY BY ASSAULT,PURSE SNATCHING,AGG ASSAULT ON PUBLIC SERVANT,AIRPORT - BREACH OF SECURITY,BURG OF RES - SEXUAL NATURE,DEADLY CONDUCT FAM/DATE VIOL,THEFT OF HEAVY EQUIPMENT,THEFT/TILL TAPPING,MANSLAUGHTER
