clearance_status,council_district_code,description,district,latitude,longitude,clearance_days
0,6,30,0,30.4223367633994,-97.75516174888946,1
0,0,30,0,30.385855,-97.739191,1
0,6,30,0,30.491903,-97.792992,3
0,6,30,0,30.4223367633994,-97.75516174888946,2
0,12,0,0,30.391394,-97.75867,4
0,0,0,0,30.4223367633994,-97.75516174888946,133
0,6,12,0,30.4223367633994,-97.75516174888946,4
0,12,30,0,30.4223367633994,-97.75516174888946,5
0,6,0,0,30.412162,-97.730959,10
0,0,54,0,30.4223367633994,-97.75516174888946,4
0,0,30,0,30.4223367633994,-97.75516174888946,3
0,0,0,0,30.416792,-97.723688,6
0,6,30,0,30.4223367633994,-97.75516174888946,8
0,6,0,0,30.436306,-97.779414,57
0,6,0,0,30.4223367633994,-97.75516174888946,12
0,0,12,0,30.411555,-97.69205,395
0,0,0,0,30.377049,-97.725543,83
0,0,30,0,30.400521,-97.726752,6
0,6,30,0,30.4223367633994,-97.75516174888946,2
0,0,0,0,30.412351,-97.707908,48
0,0,30,0,30.4223367633994,-97.75516174888946,1
0,0,6,0,30.402642,-97.725361,1
0,0,0,0,30.4223367633994,-97.75516174888946,2
0,6,6,0,30.4223367633994,-97.75516174888946,3
0,6,6,0,30.4223367633994,-97.75516174888946,1
12,12,12,0,30.394466,-97.832679,395
0,6,54,0,30.486073,-97.770665,1
18,0,0,0,30.4223367633994,-97.75516174888946,395
0,0,48,0,30.381218,-97.724603,2
12,6,0,0,30.4223367633994,-97.75516174888946,15
0,6,30,0,30.428656,-97.757343,1
0,0,30,0,30.4223367633994,-97.75516174888946,5
0,12,54,0,30.404964,-97.747643,3
0,6,66,0,30.4223367633994,-97.75516174888946,395
6,6,6,0,30.4223367633994,-97.75516174888946,5
6,0,36,0,30.4223367633994,-97.75516174888946,13
0,0,102,0,30.408537,-97.698215,63
0,6,6,0,30.4223367633994,-97.75516174888946,395
18,6,126,0,30.476069,-97.808916,395
0,6,30,0,30.4223367633994,-97.75516174888946,395
6,6,6,0,30.471859,-97.802777,3
0,12,12,0,30.427869,-97.757481,395
0,12,66,0,30.4223367633994,-97.75516174888946,395
6,0,0,0,30.412478,-97.698501,1
0,6,30,0,30.4223367633994,-97.75516174888946,3
0,6,24,0,30.439355,-97.754161,395
0,6,30,0,30.4223367633994,-97.75516174888946,14
6,0,162,0,30.417689,-97.687914,5
0,6,0,0,30.4223367633994,-97.75516174888946,7
0,0,30,0,30.395153,-97.726639,7
0,6,48,0,30.4491,-97.783502,2
0,6,0,0,30.414762,-97.736356,6
0,0,42,0,30.4223367633994,-97.75516174888946,40
0,12,30,0,30.417415,-97.763269,1
0,6,30,0,30.4223367633994,-97.75516174888946,1
0,0,66,0,30.4223367633994,-97.75516174888946,2
0,6,6,0,30.4223367633994,-97.75516174888946,4
0,6,24,0,30.439355,-97.754161,395
0,0,84,0,30.389436,-97.739129,146
0,6,30,0,30.449322,-97.81553,6
0,6,6,0,30.4223367633994,-97.75516174888946,12
0,6,30,0,30.415495,-97.74577,1
0,0,30,0,30.425946,-97.716408,3
0,0,54,0,30.434763,-97.695526,2
0,6,30,0,30.46203,-97.809703,1
0,6,0,0,30.412543,-97.735596,4
0,6,30,0,30.4223367633994,-97.75516174888946,2
0,0,30,0,30.4223367633994,-97.75516174888946,1
0,6,6,0,30.4223367633994,-97.75516174888946,5
6,6,6,0,30.471859,-97.802777,4
0,0,168,0,30.388607,-97.743702,162
6,6,0,0,30.4223367633994,-97.75516174888946,4
18,6,42,0,30.471859,-97.802777,395
6,6,6,0,30.479807,-97.796691,2
0,6,0,0,30.4223367633994,-97.75516174888946,22
0,12,30,0,30.418414,-97.751302,395
0,6,30,0,30.4223367633994,-97.75516174888946,5
0,6,0,0,30.4223367633994,-97.75516174888946,8
0,0,150,0,30.416844,-97.700686,3
6,12,6,0,30.401922,-97.746122,4
0,6,0,0,30.4223367633994,-97.75516174888946,28
0,12,30,0,30.4223367633994,-97.75516174888946,395
6,6,6,0,30.4223367633994,-97.75516174888946,5
6,6,48,0,30.4223367633994,-97.75516174888946,7
0,0,30,0,30.4223367633994,-97.75516174888946,1
0,6,12,0,30.4223367633994,-97.75516174888946,2
0,6,30,0,30.4223367633994,-97.75516174888946,3
0,6,0,0,30.447307,-97.776202,50
0,0,30,0,30.4223367633994,-97.75516174888946,2
18,6,6,0,30.4223367633994,-97.75516174888946,395
0,0,0,0,30.4223367633994,-97.75516174888946,4
6,6,60,0,30.4223367633994,-97.75516174888946,395
0,0,0,0,30.4223367633994,-97.75516174888946,62
0,0,30,0,30.401737,-97.726298,1
6,0,6,0,30.400361,-97.725795,89
0,12,0,0,30.4223367633994,-97.75516174888946,4
0,0,48,0,30.394175,-97.707194,2
0,12,0,0,30.4223367633994,-97.75516174888946,1
0,6,0,0,30.454948,-97.826276,42
0,12,0,0,30.42064,-97.753426,9
6,12,6,0,30.399939,-97.746331,1
12,12,72,0,30.4223367633994,-97.75516174888946,106
0,0,30,0,30.4223367633994,-97.75516174888946,2
0,0,24,0,30.4223367633994,-97.75516174888946,32
0,12,0,0,30.397406,-97.746596,1
6,12,6,0,30.39855,-97.74648,1
0,6,24,0,30.443015,-97.781849,395
0,6,78,0,30.439481,-97.753812,2
6,6,0,0,30.454948,-97.826276,10
0,6,54,0,30.4223367633994,-97.75516174888946,2
0,0,30,0,30.398082,-97.737296,41
0,6,0,0,30.4223367633994,-97.75516174888946,10
0,0,30,0,30.394899,-97.72685,2
0,0,30,0,30.4223367633994,-97.75516174888946,14
0,6,30,0,30.4223367633994,-97.75516174888946,3
0,0,0,0,30.392622,-97.745915,1
0,12,0,0,30.4223367633994,-97.75516174888946,1
6,0,0,0,30.400361,-97.725795,3
6,6,24,0,30.4223367633994,-97.75516174888946,395
0,6,0,0,30.46049,-97.798911,5
0,12,30,0,30.4223367633994,-97.75516174888946,5
0,6,30,0,30.4223367633994,-97.75516174888946,1
0,0,6,0,30.4223367633994,-97.75516174888946,7
0,6,30,0,30.4223367633994,-97.75516174888946,395
0,6,30,0,30.42579,-97.843704,2
6,6,6,0,30.4223367633994,-97.75516174888946,8
0,0,12,0,30.393747,-97.739608,395
0,0,0,0,30.4223367633994,-97.75516174888946,50
0,18,0,0,30.4223367633994,-97.75516174888946,2
6,0,24,0,30.4223367633994,-97.75516174888946,26
0,6,30,0,30.418207,-97.743502,1
6,6,0,0,30.4223367633994,-97.75516174888946,1
0,6,30,0,30.4223367633994,-97.75516174888946,1
0,6,30,0,30.440972,-97.77516,1
0,12,6,0,30.39855,-97.74648,2
0,6,0,0,30.48129,-97.767986,2
0,0,30,0,30.4223367633994,-97.75516174888946,6
0,6,12,0,30.423872,-97.786203,395
0,12,126,0,30.4223367633994,-97.75516174888946,2
0,6,54,0,30.486073,-97.770665,2
0,6,0,0,30.4223367633994,-97.75516174888946,50
0,0,30,0,30.399901,-97.73483,1
0,6,0,0,30.44009,-97.752448,9
0,0,30,0,30.4223367633994,-97.75516174888946,3
0,0,66,0,30.4223367633994,-97.75516174888946,1
0,0,30,0,30.401505,-97.704564,1
0,12,12,0,30.431812,-97.77727,395
0,6,0,0,30.4223367633994,-97.75516174888946,2
0,6,0,0,30.4223367633994,-97.75516174888946,30
0,6,0,0,30.4223367633994,-97.75516174888946,7
0,6,0,0,30.4223367633994,-97.75516174888946,82
18,6,6,0,30.4223367633994,-97.75516174888946,395
0,6,30,0,30.441784,-97.747735,7
0,0,54,0,30.401102,-97.725459,4
0,6,12,0,30.429597,-97.74826,395
0,6,0,0,30.4223367633994,-97.75516174888946,46
0,0,30,0,30.4223367633994,-97.75516174888946,395
0,6,12,0,30.4223367633994,-97.75516174888946,95
0,6,54,0,30.4223367633994,-97.75516174888946,5
0,6,0,0,30.449322,-97.81553,2
0,12,30,0,30.416418,-97.746789,1
0,12,0,0,30.427869,-97.757481,198
0,6,30,0,30.418624,-97.744366,3
0,0,174,0,30.4223367633994,-97.75516174888946,38
18,0,6,0,30.423635,-97.702557,395
0,0,30,0,30.396746,-97.734557,395
12,6,60,0,30.40921,-97.744708,10
0,6,30,0,30.413706,-97.742365,395
0,12,30,0,30.4223367633994,-97.75516174888946,1
0,0,30,0,30.4223367633994,-97.75516174888946,1
0,12,30,0,30.4223367633994,-97.75516174888946,1
0,6,0,0,30.42579,-97.843704,30
0,12,30,0,30.397645,-97.746572,2
0,0,78,0,30.400636,-97.72668,6
0,12,30,0,30.4223367633994,-97.75516174888946,2
0,6,0,0,30.4223367633994,-97.75516174888946,1
0,6,12,0,30.4223367633994,-97.75516174888946,3
0,12,30,0,30.416418,-97.746789,1
0,0,24,0,30.4223367633994,-97.75516174888946,5
0,0,0,0,30.413374,-97.691002,54
0,12,30,0,30.4223367633994,-97.75516174888946,3
0,0,54,0,30.40003,-97.703422,115
6,0,0,0,30.402336,-97.724238,2
18,12,30,0,30.39855,-97.74648,395
0,0,30,0,30.4223367633994,-97.75516174888946,2
0,6,30,0,30.438553,-97.740401,1
0,6,6,0,30.4223367633994,-97.75516174888946,1
0,0,90,0,30.4223367633994,-97.75516174888946,86
0,6,12,0,30.4223367633994,-97.75516174888946,19
0,0,30,0,30.4223367633994,-97.75516174888946,1
0,6,30,0,30.4223367633994,-97.75516174888946,1
6,6,0,0,30.4223367633994,-97.75516174888946,8
0,6,24,0,30.4223367633994,-97.75516174888946,20
0,6,6,0,30.4223367633994,-97.75516174888946,2
0,6,24,0,30.4223367633994,-97.75516174888946,395
0,0,0,0,30.416022,-97.696434,1
0,12,0,0,30.4223367633994,-97.75516174888946,58
0,12,54,0,30.403938,-97.751944,7
0,6,30,0,30.415495,-97.74577,1
0,6,30,0,30.499131,-97.772458,4
0,0,78,0,30.4223367633994,-97.75516174888946,37
0,0,30,0,30.4223367633994,-97.75516174888946,2
0,12,0,0,30.392352,-97.746845,1
0,6,30,0,30.4223367633994,-97.75516174888946,2
0,0,54,0,30.4223367633994,-97.75516174888946,3
0,6,0,0,30.4223367633994,-97.75516174888946,32
0,24,30,0,30.4223367633994,-97.75516174888946,2
0,6,30,0,30.42579,-97.843704,1
0,6,54,0,30.4223367633994,-97.75516174888946,155
0,0,0,0,30.4223367633994,-97.75516174888946,112
0,0,30,0,30.397292,-97.726286,83
0,12,30,0,30.42539,-97.771307,10
0,0,30,0,30.386178,-97.742463,9
0,6,30,0,30.4223367633994,-97.75516174888946,3
0,6,0,0,30.4223367633994,-97.75516174888946,116
6,0,6,0,30.4223367633994,-97.75516174888946,35
0,6,30,0,30.4223367633994,-97.75516174888946,13
6,12,6,0,30.4223367633994,-97.75516174888946,395
12,6,108,0,30.4223367633994,-97.75516174888946,108
18,6,6,0,30.471859,-97.802777,395
0,0,12,0,30.401505,-97.704564,395
0,0,30,0,30.373014,-97.725165,7
0,0,30,0,30.425685,-97.71141,3
0,12,30,0,30.394225,-97.748273,4
0,6,24,0,30.4223367633994,-97.75516174888946,21
0,6,6,0,30.4223367633994,-97.75516174888946,72
0,0,18,0,30.404544,-97.71316,2
0,0,30,0,30.4223367633994,-97.75516174888946,1
18,0,0,0,30.388607,-97.743702,395
0,6,30,0,30.413154,-97.742708,2
0,0,6,0,30.402642,-97.725361,1
0,6,30,0,30.458094,-97.820416,395
0,0,30,0,30.390523,-97.742231,1
0,0,84,0,30.4223367633994,-97.75516174888946,49
0,6,0,0,30.454219,-97.827082,32
0,0,30,0,30.392147,-97.733029,1
0,0,54,0,30.380497,-97.730642,5
6,6,6,0,30.471859,-97.802777,3
0,6,6,0,30.4223367633994,-97.75516174888946,7
0,6,84,0,30.4223367633994,-97.75516174888946,4
0,12,30,0,30.395549,-97.800746,9
0,6,6,0,30.4223367633994,-97.75516174888946,1
0,6,6,0,30.471859,-97.802777,9
0,6,24,0,30.447379,-97.795318,395
0,6,30,0,30.4223367633994,-97.75516174888946,1
0,0,0,0,30.4223367633994,-97.75516174888946,395
0,12,0,0,30.422395,-97.784266,1
0,6,54,0,30.448243,-97.79228,2
0,6,0,0,30.470436,-97.802075,11
0,6,0,0,30.467694,-97.809861,36
0,6,30,0,30.4223367633994,-97.75516174888946,2
0,0,78,0,30.429907,-97.696946,33
0,12,0,0,30.421212,-97.772209,49
0,0,30,0,30.398629,-97.733427,1
0,0,30,0,30.409225,-97.698947,1
0,0,6,0,30.4223367633994,-97.75516174888946,4
6,6,6,0,30.471859,-97.802777,1
0,0,12,0,30.4223367633994,-97.75516174888946,2
