address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
505 E HUNTLAND DR Austin TX 78752,15.03,2015-02-11 00:00:00,Not cleared,4.0,THEFT FROM BUILDING,I,30.32936427457502,,505 E HUNTLAND DR,-97.700502411477,Theft,2015-01-12 00:00:00,20158000095.0,3124632.0,10093682.0,2015.0,78752.0
(30.322904 -97.710548),15.03,2014-09-24 00:00:00,Not cleared,4.0,THEFT,I,30.322904,(30.322904-97.710548),6000 MIDDLE FISKVILLE RD,-97.710548,Theft: All Other Larceny,2014-09-22 00:00:00,20145042010.0,3123931.0,10091029.0,2014.0,78752.0
(30.298396 -97.677709),21.07,2014-07-17 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.298396,(30.298396-97.677709),5407 PENDLETON LN,-97.677709,Theft: BOV,2014-07-16 00:00:00,20145031295.0,3134588.0,10082195.0,2014.0,78723.0
(30.328814 -97.677334),18.11,,,1.0,AUTO THEFT,I,30.328814,(30.328814-97.677334),2200 E ANDERSON LN SVRD EB,-97.677334,Auto Theft,2014-09-11 00:00:00,20142540206.0,3134873.0,10092689.0,2014.0,78752.0
(30.32945 -97.690009),18.11,2014-07-01 00:00:00,Cleared by Arrest,1.0,THEFT,I,30.32945,(30.32945-97.690009),7517 CAMERON RD,-97.690009,Theft: All Other Larceny,2014-06-28 00:00:00,20141791354.0,3130685.0,10093333.0,2014.0,78752.0
1044 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-03-26 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1044 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-03-24 00:00:00,20155012197.0,3129896.0,10096032.0,2015.0,78753.0
(30.30279 -97.685489),21.06,2014-06-10 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.30279,(30.30279-97.685489),5319 WELLINGTON DR,-97.685489,"Burglary / ",,,,,,
(30.362887 -97.717631),18.18,2014-03-18 00:00:00,Not cleared,7.0,THEFT,I,30.362887,(30.362887-97.717631),8630 RESEARCH BLVD SB,-97.717631,Theft: All Other Larceny,2014-01-31 00:00:00,20145004657.0,3121360.0,10105357.0,2014.0,78757.0
(30.336574 -97.718265),15.03,2014-12-30 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.336574,(30.336574-97.718265),6929 AIRPORT BLVD,-97.718265,Theft: Shoplifting,2014-12-14 00:00:00,20143481310.0,3121678.0,10096228.0,2014.0,78752.0
(30.338618 -97.692566),18.13,2014-06-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-06-17 00:00:00,20141680036.0,3129997.0,10096983.0,2014.0,78753.0
(30.338618 -97.692566),18.13,2014-11-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-11-21 00:00:00,20143252016.0,3129997.0,10096983.0,2014.0,78753.0
(30.371858 -97.724216),18.18,2014-02-03 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,I,30.371858,(30.371858-97.724216),9012 RESEARCH BLVD SVRD SB,-97.724216,Theft: Shoplifting,2014-02-03 00:00:00,20145005134.0,3119220.0,10108622.0,2014.0,78757.0
Austin TX 78752,18.04,2014-12-08 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,30.32936427457502,,7522 N IH 35 SVRD SB,-97.700502411477,Theft: BOV,2014-12-07 00:00:00,20145053765.0,3126502.0,10096146.0,2014.0,78752.0
(30.312643 -97.696842),21.04,2015-02-17 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,I,30.312643,(30.312643-97.696842),1501 RIDGEHAVEN DR,-97.696842,"Burglary / ",,,,,,
1200 E 52ND ST Austin TX 78723,21.05,2015-09-17 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1200 E 52ND ST,-97.700502411477,Theft,2015-09-16 00:00:00,20152591061.0,3125161.0,10086091.0,2015.0,78723.0
(30.313949 -97.671201),21.13,2014-09-22 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.313949,(30.313949-97.671201),6710 BRYN MAWR DR,-97.671201,"Burglary / ",,,,,,
(30.338618 -97.692566),18.13,,,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-07-12 00:00:00,20145030706.0,3129997.0,10096983.0,2014.0,78753.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-03-04 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-03-04 00:00:00,20155009205.0,3129997.0,10096983.0,2015.0,78753.0
513 W ST JOHNS AVE Austin TX 78752,15.03,2015-06-01 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,30.32936427457502,,513 W ST JOHNS AVE,-97.700502411477,Theft,2015-05-29 00:00:00,20155022956.0,3122696.0,10096222.0,2015.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-10-10 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-29 00:00:00,20152721027.0,3129997.0,10096983.0,2015.0,78753.0
7404 VINTAGE HILLS DR Austin TX 78723,21.13,2015-12-17 00:00:00,Not cleared,1.0,AGG ASLT STRANGLE/SUFFOCATE,I,30.32936427457502,,7404 VINTAGE HILLS DR,-97.700502411477,Agg Assault,2015-12-11 00:00:00,20153451971.0,3138271.0,10089639.0,2015.0,78723.0
1608 CLOVERLEAF DR Austin TX 78723,21.04,2015-07-20 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1608 CLOVERLEAF DR,-97.700502411477,Theft,2015-07-09 00:00:00,20151900856.0,3128681.0,10086212.0,2015.0,78723.0
6707 CAMERON RD Austin TX 78752,18.11,2015-07-25 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6707 CAMERON RD,-97.700502411477,Theft,2015-07-20 00:00:00,20152011498.0,3129252.0,10090848.0,2015.0,78752.0
(30.318855 -97.718071),15.03,2014-10-14 00:00:00,Not cleared,4.0,THEFT OF LICENSE PLATE,I,30.318855,(30.318855-97.718071),5414 AVENUE H,-97.718071,Theft: All Other Larceny,2014-10-13 00:00:00,20145045400.0,3121605.0,10089443.0,2014.0,78751.0
(30.338618 -97.692566),18.13,2014-10-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-10-18 00:00:00,20142912081.0,3129997.0,10096983.0,2014.0,78753.0
1314 CORONA DR Austin TX 78723,21.04,2015-10-26 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1314 CORONA DR,-97.700502411477,Burglary,2015-10-22 00:00:00,20152950643.0,3126824.0,10086805.0,2015.0,78723.0
(30.328407 -97.739395),2.05,2014-03-20 00:00:00,Not cleared,7.0,THEFT,I,30.328407,(30.328407-97.739395),5407 CLAY AVE,-97.739395,Theft: All Other Larceny,2014-03-14 00:00:00,20145011513.0,3115025.0,10092651.0,2014.0,78756.0
7308 MEADOWOOD DR Austin TX 78723,21.13,2015-10-14 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,7308 MEADOWOOD DR,-97.700502411477,Theft,2015-10-06 00:00:00,20155044151.0,3137362.0,10090529.0,2015.0,78723.0
6222 N LAMAR BLVD Austin TX 78757,15.05,2015-07-03 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,6222 N LAMAR BLVD,-97.700502411477,Theft,2015-06-05 00:00:00,20151560624.0,3119863.0,10093861.0,2015.0,78757.0
(30.338618 -97.692566),18.13,2014-04-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-04-21 00:00:00,20141110469.0,3129997.0,10096983.0,2014.0,78753.0
5516 N LAMAR BLVD Austin TX 78756,2.05,2015-01-13 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,5516 N LAMAR BLVD,-97.700502411477,Theft,2015-01-08 00:00:00,20155001054.0,3118405.0,10091065.0,2015.0,78756.0
(30.322904 -97.710548),15.03,2014-09-11 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.322904,(30.322904-97.710548),6000 MIDDLE FISKVILLE RD,-97.710548,Theft: BOV,2014-09-06 00:00:00,20145039692.0,3123931.0,10091029.0,2014.0,78752.0
5304 ABINGDON PL Austin TX 78723,21.05,2015-05-04 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5304 ABINGDON PL,-97.700502411477,Theft,2015-05-03 00:00:00,20155018756.0,3126065.0,10086590.0,2015.0,78723.0
7308 MEADOWOOD DR Austin TX 78723,21.13,2015-04-06 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,7308 MEADOWOOD DR,-97.700502411477,Theft,2015-04-03 00:00:00,2015930840.0,3137362.0,10090529.0,2015.0,78723.0
300 IRMA DR Austin TX 78752,15.03,2015-05-26 00:00:00,Cleared by Arrest,4.0,AGG ASSAULT FAM/DATE VIOLENCE,I,30.32936427457502,,300 IRMA DR,-97.700502411477,Agg Assault,2015-05-24 00:00:00,20151441796.0,3121893.0,10093616.0,2015.0,78752.0
(30.333529 -97.705717),18.04,2014-11-24 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.333529,(30.333529-97.705717),614 E ST JOHNS AVE,-97.705717,Theft: Shoplifting,2014-10-11 00:00:00,20142840180.0,3125492.0,10094907.0,2014.0,78752.0
Austin TX 78723,21.05,2014-04-09 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft: Shoplifting,2014-04-08 00:00:00,20145015606.0,3125468.0,10088596.0,2014.0,78723.0
(30.31251 -97.688648),21.06,2014-10-06 00:00:00,Not cleared,1.0,THEFT,I,30.31251,(30.31251-97.688648),1941 GASTON PLACE DR,-97.688648,Theft: All Other Larceny,2014-10-03 00:00:00,20142761279.0,3130926.0,10087173.0,2014.0,78723.0
(30.355244 -97.725324),18.18,2014-05-20 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,30.355244,(30.355244-97.725324),1901 BELFORD DR,-97.725324,"Burglary / ",,,,,,
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-11-05 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-11-03 00:00:00,20155048557.0,3129997.0,10096983.0,2015.0,78753.0
1015 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-21 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1015 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-11 00:00:00,20155040148.0,3129234.0,10096999.0,2015.0,78753.0
818 E 53RD ST Austin TX 78751,21.05,2015-10-26 00:00:00,Not cleared,4.0,THEFT OF VEHICLE/OTHER,I,30.32936427457502,,818 E 53RD ST,-97.700502411477,Theft,2015-10-26 00:00:00,20152990501.0,3122983.0,10087596.0,2015.0,78751.0
(30.353187 -97.714933),18.18,2014-01-17 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.353187,(30.353187-97.714933),8120 RESEARCH BLVD SB,-97.714933,Theft: BOV,2014-01-16 00:00:00,20145002548.0,3122210.0,10102048.0,2014.0,78757.0
2324 RIDGEPOINT DR Austin TX 78754,18.34,2015-05-18 00:00:00,Not cleared,1.0,THEFT OF VEHICLE/OTHER,I,30.32936427457502,,2324 RIDGEPOINT DR,-97.700502411477,Theft,2015-05-18 00:00:00,20151380539.0,3135411.0,10093681.0,2015.0,78754.0
2305 FORBES DR Austin TX 78754,18.34,2015-07-30 00:00:00,Not cleared,1.0,THEFT OF METAL,I,30.32936427457502,,2305 FORBES DR,-97.700502411477,Theft,2015-07-12 00:00:00,20155030285.0,3136107.0,10095055.0,2015.0,78754.0
(30.338618 -97.692566),18.13,,,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-11-26 00:00:00,20143300668.0,3129997.0,10096983.0,2014.0,78753.0
Austin TX 78752,15.03,2014-04-17 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,7114 N IH 35 SVRD SB,-97.700502411477,Theft: Shoplifting,2014-04-09 00:00:00,2014990978.0,3125688.0,10094563.0,2014.0,78752.0
6911 BENNETT AVE Austin TX 78752,18.12,2015-05-11 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,6911 BENNETT AVE,-97.700502411477,Auto Theft,2015-05-09 00:00:00,20151291718.0,3126778.0,10093112.0,2015.0,78752.0
1034 CLAYTON LN Austin TX 78723,21.05,2016-01-20 00:00:00,Cleared by Arrest,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1034 CLAYTON LN,-97.700502411477,Burglary,2015-10-27 00:00:00,20153001504.0,3126342.0,10089763.0,2015.0,78723.0
7610 CAMERON RD Austin TX 78752,18.12,2015-06-30 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7610 CAMERON RD,-97.700502411477,Burglary,2015-06-25 00:00:00,20151761944.0,3130949.0,10094310.0,2015.0,78752.0
(30.327536 -97.707569),15.03,2014-04-29 00:00:00,Cleared by Arrest,4.0,AGG ROBBERY/DEADLY WEAPON,I,30.327536,(30.327536-97.707569),6600 MIDDLE FISKVILLE RD,-97.707569,Robbery,2014-04-27 00:00:00,20141171246.0,3124701.0,10092754.0,2014.0,78752.0
(30.353443 -97.7253),15.04,2014-08-13 00:00:00,Not cleared,7.0,THEFT,I,30.353443,(30.353443-97.7253),1809 W ANDERSON LN,-97.7253,Theft: All Other Larceny,2014-08-12 00:00:00,20145035678.0,3119016.0,10101859.0,2014.0,78757.0
1803 E ANDERSON LN SVRD EB Austin TX 78752,18.11,2015-09-22 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1803 E ANDERSON LN SVRD EB,-97.700502411477,Burglary,2015-09-22 00:00:00,20152650945.0,3134554.0,10092858.0,2015.0,78752.0
6400 CHIMNEY CREEK CIR Austin TX 78723,21.12,2015-03-16 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,6400 CHIMNEY CREEK CIR,-97.700502411477,Theft,2015-02-23 00:00:00,20155007701.0,3134302.0,10087244.0,2015.0,78723.0
(30.353187 -97.714933),18.18,2014-11-10 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.353187,(30.353187-97.714933),8120 RESEARCH BLVD SB,-97.714933,Theft: BOV,2014-11-07 00:00:00,20145049517.0,3122210.0,10102048.0,2014.0,78757.0
Austin TX 78752,18.12,2014-07-16 00:00:00,Not cleared,4.0,THEFT OF AUTO PARTS,I,30.32936427457502,,6937 N IH 35 SVRD NB,-97.700502411477,Theft: Auto Parts,2014-05-29 00:00:00,20145023943.0,3126002.0,10093945.0,2014.0,78752.0
(30.315309 -97.70208),21.05,2014-05-12 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.315309,(30.315309-97.70208),5700 CAMERON RD,-97.70208,Theft: BOV,2014-05-10 00:00:00,20145020882.0,3126690.0,10088315.0,2014.0,78723.0
5605 MANOR RD Austin TX 78723,21.07,2015-09-29 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,5605 MANOR RD,-97.700502411477,Burglary,2015-09-23 00:00:00,20152661603.0,3133252.0,10084185.0,2015.0,78723.0
1601 E ANDERSON LN EB Austin TX 78752,18.11,2015-04-15 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,1601 E ANDERSON LN EB,-97.700502411477,Theft,2015-03-25 00:00:00,20155012370.0,3132251.0,10094075.0,2015.0,78752.0
(30.325235 -97.73811),2.05,2014-08-18 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.325235,(30.325235-97.73811),1510 W NORTH LOOP BLVD,-97.73811,Theft: BOV,2014-08-09 00:00:00,20148002243.0,3115349.0,10091654.0,2014.0,78756.0
(30.309069 -97.703123),21.05,2014-03-19 00:00:00,Not cleared,4.0,THEFT,I,30.309069,(30.309069-97.703123),1315 BROADMOOR DR,-97.703123,Theft: All Other Larceny,2014-03-15 00:00:00,20145011685.0,3126440.0,10085877.0,2014.0,78723.0
(30.307958 -97.671988),21.07,2014-11-11 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.307958,(30.307958-97.671988),6304 HYSIDE DR,-97.671988,Auto Theft,2014-11-08 00:00:00,20143120104.0,3136213.0,10085763.0,2014.0,78723.0
709 DELMAR AVE Austin TX 78752,18.04,2015-03-09 00:00:00,Cleared by Exception,4.0,AGG ASSAULT FAM/DATE VIOLENCE,I,30.32936427457502,,709 DELMAR AVE,-97.700502411477,Agg Assault,2015-02-13 00:00:00,2015441705.0,3126345.0,10095859.0,2015.0,78752.0
(30.319215 -97.691618),21.04,2014-07-07 00:00:00,Not cleared,1.0,THEFT,I,30.319215,(30.319215-97.691618),1604 WHELESS LN,-97.691618,Theft: All Other Larceny,2014-07-04 00:00:00,20141851179.0,3130065.0,10089804.0,2014.0,78723.0
6001 MIDDLE FISKVILLE RD Austin TX 78752,15.03,2015-06-04 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6001 MIDDLE FISKVILLE RD,-97.700502411477,Theft,2015-06-02 00:00:00,20155023678.0,3124396.0,10090821.0,2015.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-12-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-12-21 00:00:00,20153550784.0,3129997.0,10096983.0,2015.0,78753.0
(30.338618 -97.692566),18.13,2014-05-06 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-05-06 00:00:00,20141262056.0,3129997.0,10096983.0,2014.0,78753.0
(30.338618 -97.692566),18.13,2014-09-30 00:00:00,Not cleared,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-09-24 00:00:00,20142671013.0,3129997.0,10096983.0,2014.0,78753.0
820 BLACKSON AVE Austin TX 78752,18.12,2015-12-07 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,820 BLACKSON AVE,-97.700502411477,Theft,2015-11-13 00:00:00,20155050190.0,3127150.0,10095240.0,2015.0,78752.0
(30.340767 -97.703182),18.04,2014-08-18 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.340767,(30.340767-97.703182),7745 CHEVY CHASE DR,-97.703182,Theft: BOV,2014-08-13 00:00:00,20145036011.0,3126344.0,10097331.0,2014.0,78752.0
PAYTON GIN RD / RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-05-22 00:00:00,Not cleared,7.0,AGG ASSAULT,I,30.32936427457502,,PAYTON GIN RD / RESEARCH BLVD SVRD SB,-97.700502411477,Agg Assault,2015-05-21 00:00:00,20151410221.0,3121062.0,10106733.0,2015.0,78757.0
(30.338618 -97.692566),18.13,2014-01-17 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-01-09 00:00:00,201490298.0,3129997.0,10096983.0,2014.0,78753.0
2104 E ANDERSON LN SVRD WB Austin TX 78754,18.34,2015-06-11 00:00:00,Not cleared,1.0,AGG ASSAULT,I,30.32936427457502,,2104 E ANDERSON LN SVRD WB,-97.700502411477,Agg Assault,2015-06-07 00:00:00,20151580047.0,3134292.0,10093430.0,2015.0,78754.0
(30.338618 -97.692566),18.13,2014-05-07 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-04-13 00:00:00,20141010046.0,3129997.0,10096983.0,2014.0,78753.0
(30.338618 -97.692566),18.13,2014-09-03 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-03-30 00:00:00,2014881969.0,3129997.0,10096983.0,2014.0,78753.0
(30.338618 -97.692566),18.13,2014-02-19 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-02-10 00:00:00,2014411050.0,3129997.0,10096983.0,2014.0,78753.0
1034 CLAYTON LN Austin TX 78723,21.05,2015-10-14 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1034 CLAYTON LN,-97.700502411477,Theft,2015-10-12 00:00:00,20155045047.0,3126342.0,10089763.0,2015.0,78723.0
931 E 55TH ST Austin TX 78751,21.05,2015-09-15 00:00:00,Cleared by Arrest,4.0,THEFT OF BICYCLE,I,30.32936427457502,,931 E 55TH ST,-97.700502411477,Theft,2015-04-30 00:00:00,20151200760.0,3124200.0,10088047.0,2015.0,78751.0
909 REINLI ST Austin TX 78751,21.05,2015-05-27 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,909 REINLI ST,-97.700502411477,Theft,2015-05-26 00:00:00,20155022364.0,3124191.0,10089635.0,2015.0,78751.0
(30.325235 -97.73811),2.05,2014-08-06 00:00:00,Not cleared,7.0,AUTO THEFT,I,30.325235,(30.325235-97.73811),1510 W NORTH LOOP BLVD,-97.73811,Auto Theft,2014-08-06 00:00:00,20142180545.0,3115349.0,10091654.0,2014.0,78756.0
6600 MIDDLE FISKVILLE RD Austin TX 78752,15.03,2015-08-25 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6600 MIDDLE FISKVILLE RD,-97.700502411477,Theft,2015-08-09 00:00:00,20155034945.0,3124701.0,10092754.0,2015.0,78752.0
Austin TX 78751,21.05,2014-06-02 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,30.32936427457502,,5812 N IH 35 SB,-97.700502411477,Theft: BOV,2014-05-29 00:00:00,20145023868.0,3125040.0,10089651.0,2014.0,78751.0
1200 RIDGEMONT DR Austin TX 78723,21.04,2015-05-18 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1200 RIDGEMONT DR,-97.700502411477,Theft,2015-05-18 00:00:00,20155021121.0,3126418.0,10087823.0,2015.0,78723.0
6607 N IH 35 SVRD NB Austin TX 78752,18.12,2015-08-24 00:00:00,Not cleared,4.0,AGG ASSAULT,I,30.32936427457502,,6607 N IH 35 SVRD NB,-97.700502411477,Agg Assault,2015-07-06 00:00:00,20151870074.0,3126007.0,10092697.0,2015.0,78752.0
(30.315839 -97.701418),21.05,2014-07-15 00:00:00,Not cleared,4.0,THEFT,I,30.315839,(30.315839-97.701418),5720 CAMERON RD,-97.701418,Theft: All Other Larceny,2014-06-09 00:00:00,20145025631.0,3126920.0,10088526.0,2014.0,78723.0
(30.329523 -97.690131),18.12,2014-10-20 00:00:00,Not cleared,4.0,THEFT,I,30.329523,(30.329523-97.690131),7408 CAMERON RD,-97.690131,Theft: All Other Larceny,2014-09-27 00:00:00,20142700595.0,3130292.0,10093594.0,2014.0,78752.0
6611 N LAMAR BLVD Austin TX 78752,15.03,2015-11-30 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,6611 N LAMAR BLVD,-97.700502411477,Theft,2015-11-13 00:00:00,20155050162.0,3120707.0,10094993.0,2015.0,78752.0
(30.324469 -97.69484),18.12,2014-10-28 00:00:00,Cleared by Arrest,4.0,AGG ASSAULT,I,30.324469,(30.324469-97.69484),1220 CAMINO LA COSTA,-97.69484,Aggravated Assault,2014-10-10 00:00:00,20142831821.0,3129001.0,10091827.0,2014.0,78752.0
(30.338618 -97.692566),18.13,2014-12-25 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-10-01 00:00:00,20142740172.0,3129997.0,10096983.0,2014.0,78753.0
1914 PASADENA DR Austin TX 78757,15.04,2015-08-25 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1914 PASADENA DR,-97.700502411477,Theft,2015-08-24 00:00:00,20155037259.0,3117418.0,10099946.0,2015.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-04-17 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-04-12 00:00:00,20151021803.0,3129997.0,10096983.0,2015.0,78753.0
1420 E ANDERSON LN SVRD WB Austin TX 78753,18.13,2015-10-12 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1420 E ANDERSON LN SVRD WB,-97.700502411477,Theft,2015-10-11 00:00:00,20152841045.0,3131120.0,10094997.0,2015.0,78753.0
(30.316746 -97.703509),21.05,2014-06-06 00:00:00,Cleared by Arrest,4.0,AUTO THEFT,I,30.316746,(30.316746-97.703509),1100 REINLI ST,-97.703509,Auto Theft,2014-06-05 00:00:00,20141560382.0,3126350.0,10088845.0,2014.0,78723.0
8711 BURNET RD Austin TX 78757,18.18,2015-03-05 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,8711 BURNET RD,-97.700502411477,Burglary,2015-02-20 00:00:00,2015510535.0,3118459.0,10107711.0,2015.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-12-03 00:00:00,20153371189.0,3129997.0,10096983.0,2015.0,78753.0
Austin TX 78723,21.05,2014-01-03 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-01-02 00:00:00,20145000232.0,3125468.0,10088596.0,2014.0,78723.0
Austin TX 78751,15.03,2014-10-20 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,302 W 55TH HALF ST,-97.700502411477,Auto Theft,2014-10-17 00:00:00,20142902143.0,3120252.0,10090638.0,2014.0,78751.0
(30.330633 -97.724823),15.05,2014-06-13 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,30.330633,(30.330633-97.724823),902 ROMERIA DR,-97.724823,"Burglary / ",,,,,,
(30.331181 -97.72594),15.05,,,7.0,BURGLARY OF RESIDENCE,I,30.331181,(30.331181-97.72594),1004 ROMERIA DR,-97.72594,"Burglary / ",,,,,,
(30.338618 -97.692566),18.13,2014-04-23 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-02-26 00:00:00,2014570421.0,3129997.0,10096983.0,2014.0,78753.0
