address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
7113 BURNET RD Austin TX 78757,15.04,2015-04-30 00:00:00,Not cleared,7.0,THEFT FROM BUILDING,I,30.32936427457502,,7113 BURNET RD,-97.700502411477,Theft,2015-04-01 00:00:00,20158001061.0,3115960.0,10099674.0,2015.0,78757.0
7003 CARVER AVE Austin TX 78752,18.12,2015-10-29 00:00:00,Not cleared,4.0,THEFT OF BICYCLE,I,30.32936427457502,,7003 CARVER AVE,-97.700502411477,Theft,2015-10-27 00:00:00,20155047459.0,3127312.0,10093310.0,2015.0,78752.0
1907 PASADENA DR Austin TX 78757,15.04,2015-09-15 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1907 PASADENA DR,-97.700502411477,Theft,2015-08-24 00:00:00,20158002905.0,3117477.0,10099746.0,2015.0,78757.0
5630 CAMERON RD Austin TX 78723,21.05,2015-03-04 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5630 CAMERON RD,-97.700502411477,Theft,2015-02-20 00:00:00,20155007402.0,3126297.0,10087953.0,2015.0,78723.0
Austin TX 78752,18.12,2014-02-03 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6901 N IH 35 SVRD NB,-97.700502411477,Theft: BOV,2014-01-30 00:00:00,2014301493.0,3125855.0,10093516.0,2014.0,78752.0
(30.333707 -97.691929),18.12,2014-02-05 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.333707,(30.333707-97.691929),7607 BLESSING AVE,-97.691929,Auto Theft,2014-01-29 00:00:00,2014291372.0,3129938.0,10094930.0,2014.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-06-08 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-03-24 00:00:00,2015831034.0,3129997.0,10096983.0,2015.0,78753.0
8120 EXCHANGE DR Austin TX 78754,18.34,2015-03-24 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,8120 EXCHANGE DR,-97.700502411477,Theft,2015-03-23 00:00:00,20155011958.0,3136670.0,10093593.0,2015.0,78754.0
E 53RD ST / N IH 35 SVRD NB Austin TX 78723,21.05,2015-10-27 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,E 53RD ST / N IH 35 SVRD NB,-97.700502411477,Theft,2015-10-20 00:00:00,20155046507.0,3124705.0,10086890.0,2015.0,78723.0
5621 N IH 35 SVRD NB Austin TX 78723,21.05,2015-04-07 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft,2015-03-27 00:00:00,2015861336.0,3125468.0,10088596.0,2015.0,78723.0
Austin TX 78723,21.05,2014-03-25 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,5526 N IH 35 SVRD NB,-97.700502411477,Auto Theft,2014-03-21 00:00:00,2014800506.0,3124972.0,10087930.0,2014.0,78723.0
1015 REINLI ST Austin TX 78723,21.05,2015-08-25 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1015 REINLI ST,-97.700502411477,Theft,2015-08-09 00:00:00,20155034913.0,3125369.0,10089144.0,2015.0,78723.0
(30.313879 -97.69208),21.06,2014-10-09 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.313879,(30.313879-97.69208),1701 BRIARCLIFF BLVD,-97.69208,Theft: Shoplifting,2014-09-16 00:00:00,20142591516.0,3129878.0,10087702.0,2014.0,78723.0
(30.338618 -97.692566),18.13,2014-05-01 00:00:00,Cleared by Exception,4.0,BURGLARY NON RESIDENCE,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,"Burglary / ",,,,,,
(30.353615 -97.725668),18.18,2014-09-25 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.353615,(30.353615-97.725668),1818 W ANDERSON LN,-97.725668,"Burglary / ",,,,,,
7501 E US 290 HWY SVRD EB Austin TX 78723,21.13,2015-12-17 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,7501 E US 290 HWY SVRD EB,-97.700502411477,Theft,2015-12-16 00:00:00,20155054888.0,3134984.0,10091638.0,2015.0,78723.0
(30.338618 -97.692566),18.13,2014-09-20 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-08-29 00:00:00,20142410817.0,3129997.0,10096983.0,2014.0,78753.0
1910 JUSTIN LN Austin TX 78757,15.04,2015-12-13 00:00:00,Not cleared,7.0,THEFT OF VEHICLE/OTHER,I,30.32936427457502,,1910 JUSTIN LN,-97.700502411477,Theft,2015-12-11 00:00:00,20153450837.0,3116649.0,10098404.0,2015.0,78757.0
Austin TX 78723,21.05,2014-12-08 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5429 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-12-07 00:00:00,20145053839.0,3125682.0,10087604.0,2014.0,78723.0
(30.314499 -97.711743),21.05,2014-07-31 00:00:00,Not cleared,4.0,BURG NON RESIDENCE SHEDS,I,30.314499,(30.314499-97.711743),911 E 54TH ST,-97.711743,"Burglary / ",,,,,,
Austin TX 78751,21.05,2014-03-26 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5526 N IH 35 SVRD SB,-97.700502411477,Theft: All Other Larceny,2014-03-24 00:00:00,20145013159.0,3124751.0,10088183.0,2014.0,78751.0
Austin TX 78723,21.07,2014-03-26 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,2900 BLOCK PECAN SPRINGS RD,-97.700502411477,Theft: All Other Larceny,2014-03-06 00:00:00,2014651649.0,3132375.0,10083164.0,2014.0,78723.0
(30.304312 -97.699596),21.05,2014-01-21 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.304312,(30.304312-97.699596),1660 E 51ST ST,-97.699596,Theft: BOV,2014-01-12 00:00:00,2014120756.0,3127856.0,10084304.0,2014.0,78723.0
(30.338618 -97.692566),18.13,2014-05-14 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-04-29 00:00:00,20141190127.0,3129997.0,10096983.0,2014.0,78753.0
(30.300164 -97.685873),21.07,2014-04-17 00:00:00,Not cleared,1.0,THEFT,I,30.300164,(30.300164-97.685873),5301 MANOR RD,-97.685873,Theft: All Other Larceny,2014-04-16 00:00:00,20145016912.0,3132121.0,10082788.0,2014.0,78723.0
(30.338618 -97.692566),18.13,2014-12-17 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-09-22 00:00:00,20142650122.0,3129997.0,10096983.0,2014.0,78753.0
(30.304217 -97.699405),21.05,2014-01-17 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.304217,(30.304217-97.699405),1650 E 51ST ST,-97.699405,Theft: Shoplifting,2014-01-16 00:00:00,20145002419.0,3127688.0,10084229.0,2014.0,78723.0
(30.338618 -97.692566),18.13,2014-12-29 00:00:00,Not cleared,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-08-16 00:00:00,20145036393.0,3129997.0,10096983.0,2014.0,78753.0
(30.342264 -97.706644),18.04,2014-03-06 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.342264,(30.342264-97.706644),7800 NORTHCREST BLVD,-97.706644,"Burglary / ",,,,,,
(30.338618 -97.692566),18.13,2014-05-08 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-05-08 00:00:00,20141281992.0,3129997.0,10096983.0,2014.0,78753.0
1303 W ST JOHNS AVE Austin TX 78757,15.04,2015-09-18 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1303 W ST JOHNS AVE,-97.700502411477,Burglary,2015-09-18 00:00:00,20152601785.0,3119517.0,10097575.0,2015.0,78757.0
2204 W ANDERSON LN Austin TX 78757,18.18,2015-07-08 00:00:00,Not cleared,7.0,THEFT OF METAL,I,30.32936427457502,,2204 W ANDERSON LN,-97.700502411477,Theft,2015-06-12 00:00:00,20155025384.0,3117879.0,10102670.0,2015.0,78757.0
8220 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-06-01 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,8220 RESEARCH BLVD SVRD SB,-97.700502411477,Theft,2015-05-27 00:00:00,20151470838.0,3122201.0,10102548.0,2015.0,78757.0
(30.320249 -97.728733),3.05,2014-12-03 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,I,30.320249,(30.320249-97.728733),5212 HUISACHE ST,-97.728733,"Burglary / ",,,,,,
7114 N IH 35 SVRD SB Austin TX 78752,15.03,2015-12-07 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,7114 N IH 35 SVRD SB,-97.700502411477,Theft,2015-12-02 00:00:00,20153361587.0,3125688.0,10094563.0,2015.0,78752.0
5819 BURNET RD Austin TX 78756,2.05,2015-05-19 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5819 BURNET RD,-97.700502411477,Theft,2015-05-16 00:00:00,20151361130.0,3114764.0,10094774.0,2015.0,78756.0
Austin TX 78751,21.05,2014-03-13 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5660 N IH 35 SVRD SB,-97.700502411477,Theft: BOV,2014-03-09 00:00:00,20145010573.0,3124871.0,10088946.0,2014.0,78751.0
1016 CAMINO LA COSTA Austin TX 78752,18.12,2015-07-09 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1016 CAMINO LA COSTA,-97.700502411477,Theft,2015-07-06 00:00:00,20155029172.0,3126879.0,10092289.0,2015.0,78752.0
9012 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-02-12 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,9012 RESEARCH BLVD SVRD SB,-97.700502411477,Theft,2015-01-15 00:00:00,20155001933.0,3119220.0,10108622.0,2015.0,78757.0
6300 E US 290 HWY EB Austin TX 78723,21.05,2015-11-03 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,6300 E US 290 HWY EB,-97.700502411477,Burglary,2015-07-23 00:00:00,20152041723.0,3127692.0,10090568.0,2015.0,78723.0
6001 AIRPORT BLVD Austin TX 78752,15.03,,,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,6001 AIRPORT BLVD,-97.700502411477,Theft,2015-01-01 00:00:00,201511491.0,3122890.0,10091831.0,2015.0,78752.0
(30.302412 -97.676895),21.07,2014-12-05 00:00:00,Not cleared,1.0,THEFT FROM AUTO,I,30.302412,(30.302412-97.676895),3207 ROGGE LN,-97.676895,Theft: BOV,2014-11-23 00:00:00,20145051786.0,3134794.0,10083676.0,2014.0,78723.0
6000 MIDDLE FISKVILLE RD Austin TX 78752,15.03,2015-08-20 00:00:00,Not cleared,4.0,THEFT OF BICYCLE,I,30.32936427457502,,6000 MIDDLE FISKVILLE RD,-97.700502411477,Theft,2015-08-17 00:00:00,20155036237.0,3123931.0,10091029.0,2015.0,78752.0
5114 WATERBROOK DR Austin TX 78723,21.06,2015-05-04 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5114 WATERBROOK DR,-97.700502411477,Theft,2015-04-29 00:00:00,20151190869.0,3130615.0,10083729.0,2015.0,78723.0
(30.312652 -97.682578),21.12,2014-12-01 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.312652,(30.312652-97.682578),6302 WINDSLOW CT,-97.682578,"Burglary / ",,,,,,
6031 N IH 35 SVRD NB Austin TX 78723,21.05,2016-01-04 00:00:00,Not cleared,1.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,6031 N IH 35 SVRD NB,-97.700502411477,Burglary,2015-10-10 00:00:00,20152830320.0,3125377.0,10090401.0,2015.0,78723.0
(30.338618 -97.692566),18.13,2014-08-05 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-08-05 00:00:00,20142170734.0,3129997.0,10096983.0,2014.0,78753.0
5400 N LAMAR BLVD Austin TX 78756,2.05,2015-06-15 00:00:00,Not cleared,7.0,BURG NON RESIDENCE SHEDS,I,30.32936427457502,,5400 N LAMAR BLVD,-97.700502411477,Burglary,2015-06-11 00:00:00,20151620387.0,3118093.0,10090507.0,2015.0,78756.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-07-27 00:00:00,Cleared by Exception,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-07-24 00:00:00,20155032291.0,3129997.0,10096983.0,2015.0,78753.0
(30.335196 -97.706613),18.04,2014-03-07 00:00:00,Cleared by Arrest,4.0,AGG ASLT ENHANC STRANGL/SUFFOC,I,30.335196,(30.335196-97.706613),7300 DUVAL ST,-97.706613,Aggravated Assault,2014-03-01 00:00:00,2014610118.0,3125084.0,10095476.0,2014.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-04-27 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-04-27 00:00:00,20151171382.0,3129997.0,10096983.0,2015.0,78753.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-05-10 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-05-07 00:00:00,20151270589.0,3129997.0,10096983.0,2015.0,78753.0
(30.314805 -97.69596),21.04,2015-01-09 00:00:00,Not cleared,4.0,THEFT,I,30.314805,(30.314805-97.69596),1427 YORKSHIRE DR,-97.69596,Theft: All Other Larceny,2014-12-28 00:00:00,20145056679.0,3128658.0,10088026.0,2014.0,78723.0
(30.327893 -97.694467),18.12,2014-08-12 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.327893,(30.327893-97.694467),7110 GRAND CANYON DR,-97.694467,"Burglary / ",,,,,,
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-10-05 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-29 00:00:00,20152721152.0,3129997.0,10096983.0,2015.0,78753.0
5431 N IH 35 SVRD NB Austin TX 78723,21.05,2015-08-04 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5431 N IH 35 SVRD NB,-97.700502411477,Theft,2015-08-01 00:00:00,20155033683.0,3125086.0,10087962.0,2015.0,78723.0
(30.328392 -97.707023),15.03,2014-09-23 00:00:00,Cleared by Arrest,4.0,AUTO THEFT,I,30.328392,(30.328392-97.707023),6700 MIDDLE FISKVILLE RD,-97.707023,Auto Theft,2014-09-22 00:00:00,20142650218.0,3124980.0,10093012.0,2014.0,78752.0
6001 AIRPORT BLVD Austin TX 78752,15.03,2015-03-27 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,6001 AIRPORT BLVD,-97.700502411477,Theft,2015-03-12 00:00:00,20155010324.0,3122890.0,10091831.0,2015.0,78752.0
(30.329415 -97.691013),18.12,2014-03-26 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.329415,(30.329415-97.691013),1319 MC KIE DR,-97.691013,Theft: BOV,2014-02-26 00:00:00,2014570402.0,3130049.0,10093383.0,2014.0,78752.0
(30.36693 -97.728015),18.18,2014-04-23 00:00:00,Cleared by Exception,7.0,THEFT,I,30.36693,(30.36693-97.728015),8511 BURNET RD,-97.728015,Theft: All Other Larceny,2014-04-17 00:00:00,20145017146.0,3118257.0,10106774.0,2014.0,78757.0
Austin TX 78723,21.05,2014-06-13 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5457 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-06-10 00:00:00,20141611626.0,3125835.0,10088264.0,2014.0,78723.0
1505 BROADMOOR DR Austin TX 78723,21.05,2015-02-16 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1505 BROADMOOR DR,-97.700502411477,Theft,2015-02-11 00:00:00,2015421173.0,3127432.0,10085380.0,2015.0,78723.0
6101 AIRPORT BLVD Austin TX 78752,15.03,2015-07-10 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,6101 AIRPORT BLVD,-97.700502411477,Auto Theft,2015-07-09 00:00:00,20151901208.0,3123019.0,10092068.0,2015.0,78752.0
5400 BLOCK CAMERON RD Austin TX 78723,21.05,2015-01-21 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5400 BLOCK CAMERON RD,-97.700502411477,Theft,2015-01-19 00:00:00,2015191081.0,3125537.0,10087111.0,2015.0,78723.0
924 E 51ST ST Austin TX 78751,3.04,2015-04-15 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,I,30.32936427457502,,924 E 51ST ST,-97.700502411477,Theft,2015-04-14 00:00:00,20155015592.0,3123399.0,10086670.0,2015.0,78751.0
Austin TX 78723,21.05,2014-05-28 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5801 N IH 35 SVRD NB,-97.700502411477,Theft: Shoplifting,2014-05-26 00:00:00,20145023303.0,3125284.0,10089407.0,2014.0,78723.0
(30.30723 -97.686715),21.05,,,4.0,RAPE,I,30.30723,(30.30723-97.686715),,-97.686715,Rape,2014-12-21 00:00:00,20143550493.0,,,2014.0,78723.0
1805 NORTHRIDGE DR Austin TX 78723,21.06,2015-12-31 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1805 NORTHRIDGE DR,-97.700502411477,Burglary,2015-12-25 00:00:00,20153591092.0,3129820.0,10086728.0,2015.0,78723.0
6253 MANOR RD Austin TX 78723,21.07,2015-10-26 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,6253 MANOR RD,-97.700502411477,Theft,2015-10-24 00:00:00,20152970882.0,3135664.0,10085666.0,2015.0,78723.0
1400 CULLEN AVE Austin TX 78757,15.04,2015-09-10 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1400 CULLEN AVE,-97.700502411477,Theft,2015-09-10 00:00:00,20155039974.0,3118983.0,10097636.0,2015.0,78757.0
7707 EASTCREST DR Austin TX 78752,18.04,2015-07-13 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7707 EASTCREST DR,-97.700502411477,Burglary,2015-07-10 00:00:00,20151911903.0,3125430.0,10097720.0,2015.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-16 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-08-31 00:00:00,20158002998.0,3129997.0,10096983.0,2015.0,78753.0
7300 IRVING LN Austin TX 78752,18.12,2015-05-06 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7300 IRVING LN,-97.700502411477,Burglary,2015-05-02 00:00:00,20151220631.0,3129677.0,10093391.0,2015.0,78752.0
1071 CLAYTON LN Austin TX 78723,21.05,2015-08-06 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1071 CLAYTON LN,-97.700502411477,Burglary,2015-08-02 00:00:00,20152140388.0,3126310.0,10089393.0,2015.0,78723.0
Austin TX 78723,21.05,2014-07-01 00:00:00,Not cleared,4.0,THEFT FROM PERSON,I,30.32936427457502,,5345 N IH 35 SVRD NB,-97.700502411477,Theft: Pocket Picking,2014-05-30 00:00:00,20141502143.0,3125095.0,10087249.0,2014.0,78723.0
(30.356192 -97.730885),18.18,,,7.0,ROBBERY BY THREAT,I,30.356192,(30.356192-97.730885),7901 BURNET RD,-97.730885,Robbery,2014-12-11 00:00:00,20143451610.0,3117466.0,10102927.0,2014.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-12-09 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-12-08 00:00:00,20153420737.0,3129997.0,10096983.0,2015.0,78753.0
6808 N LAMAR BLVD Austin TX 78757,15.05,2015-09-30 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,6808 N LAMAR BLVD,-97.700502411477,Theft,2015-09-12 00:00:00,20152550281.0,3120711.0,10095638.0,2015.0,78757.0
(30.338618 -97.692566),18.13,2014-05-28 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-05-28 00:00:00,20141480762.0,3129997.0,10096983.0,2014.0,78753.0
Austin TX 78723,21.05,,,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5800 N IH 35 SVRD NB,-97.700502411477,Theft: BOV,2014-09-14 00:00:00,20142570436.0,3125200.0,10089383.0,2014.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-04 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-08-19 00:00:00,20152311099.0,3129997.0,10096983.0,2015.0,78753.0
6305 CAMERON RD Austin TX 78723,21.04,2015-04-28 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,6305 CAMERON RD,-97.700502411477,Theft,2015-04-20 00:00:00,20151101427.0,3128819.0,10090096.0,2015.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-05-16 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-05-16 00:00:00,20151361107.0,3129997.0,10096983.0,2015.0,78753.0
(30.365316 -97.721315),18.18,2014-07-18 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.365316,(30.365316-97.721315),8605 PUTNAM DR,-97.721315,Theft: BOV,2014-07-17 00:00:00,20141980512.0,3120360.0,10106224.0,2014.0,78757.0
(30.303006 -97.678143),21.07,2014-05-20 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.303006,(30.303006-97.678143),3101 ROGGE LN,-97.678143,"Burglary / ",,,,,,
(30.299793 -97.681382),21.07,2014-06-23 00:00:00,Not cleared,1.0,THEFT,I,30.299793,(30.299793-97.681382),5403 DARLINGTON LN,-97.681382,Theft: All Other Larceny,2014-06-18 00:00:00,20145027141.0,3133484.0,10082743.0,2014.0,78723.0
5712 DUVAL ST Austin TX 78752,15.03,2015-02-11 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5712 DUVAL ST,-97.700502411477,Theft,2015-02-05 00:00:00,20155005058.0,3122037.0,10090710.0,2015.0,78752.0
104 W NORTH LOOP BLVD Austin TX 78751,3.05,2015-10-01 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,I,30.32936427457502,,104 W NORTH LOOP BLVD,-97.700502411477,Theft,2015-09-08 00:00:00,20155039661.0,3120318.0,10089097.0,2015.0,78751.0
1601 RUTHERFORD LN Austin TX 78754,18.34,2015-07-06 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,1601 RUTHERFORD LN,-97.700502411477,Theft,2015-06-29 00:00:00,20155028198.0,3133067.0,10095901.0,2015.0,78754.0
" Austin TX 78723",21.06,2016-01-29 00:00:00,Cleared by Exception,1.0,AGG RAPE,I,30.32936427457502,,,-97.700502411477,Rape,2015-12-26 00:00:00,20153601278.0,,,2015.0,78723.0
Austin TX 78752,18.12,2014-02-13 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6901 N IH 35 SVRD NB,-97.700502411477,Theft: BOV,2014-02-11 00:00:00,20145006515.0,3125855.0,10093516.0,2014.0,78752.0
(30.31251 -97.688648),21.06,2014-12-23 00:00:00,Not cleared,1.0,THEFT,I,30.31251,(30.31251-97.688648),1941 GASTON PLACE DR,-97.688648,Theft: All Other Larceny,2014-12-05 00:00:00,20143391090.0,3130926.0,10087173.0,2014.0,78723.0
(30.353838 -97.725982),18.18,2014-04-08 00:00:00,Not cleared,7.0,AUTO THEFT,I,30.353838,(30.353838-97.725982),7900 MULLEN DR,-97.725982,Auto Theft,2014-03-16 00:00:00,2014750990.0,3118874.0,10102100.0,2014.0,78757.0
5345 N IH 35 SVRD NB Austin TX 78723,21.05,2015-04-26 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,5345 N IH 35 SVRD NB,-97.700502411477,Auto Theft,2015-04-24 00:00:00,20151140195.0,3125095.0,10087249.0,2015.0,78723.0
7610 CAMERON RD Austin TX 78752,18.12,2015-05-23 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7610 CAMERON RD,-97.700502411477,Burglary,2015-05-22 00:00:00,20151421354.0,3130949.0,10094310.0,2015.0,78752.0
8900 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-05-13 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,8900 RESEARCH BLVD SVRD SB,-97.700502411477,Burglary,2015-04-26 00:00:00,20151170548.0,3120437.0,10107906.0,2015.0,78757.0
(30.336078 -97.674118),18.34,2014-10-24 00:00:00,Not cleared,1.0,THEFT,I,30.336078,(30.336078-97.674118),8330 CROSS PARK DR,-97.674118,Theft: All Other Larceny,2014-10-14 00:00:00,20145045601.0,3135391.0,10095929.0,2014.0,78754.0
(30.338618 -97.692566),18.13,2014-08-12 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-08-11 00:00:00,20142230302.0,3129997.0,10096983.0,2014.0,78753.0
5821 N IH 35 SVRD NB Austin TX 78723,21.05,2016-01-05 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5821 N IH 35 SVRD NB,-97.700502411477,Theft,2015-12-02 00:00:00,20155052664.0,3125337.0,10089595.0,2015.0,78723.0
(30.338618 -97.692566),18.13,2014-03-17 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-03-17 00:00:00,2014760602.0,3129997.0,10096983.0,2014.0,78753.0
6855 E US 290 HWY SVRD EB Austin TX 78723,21.12,2015-12-01 00:00:00,Cleared by Arrest,1.0,AGG ASSAULT,I,30.32936427457502,,6855 E US 290 HWY SVRD EB,-97.700502411477,Agg Assault,2015-08-23 00:00:00,20152350509.0,3131316.0,10090270.0,2015.0,78723.0
