  1.0806880e+000  9.2142900e-001  9.6235100e-001
  1.0238100e+000  9.2142900e-001  1.0440010e+000
  1.1944440e+000  1.3053570e+000  1.2499770e+000
  1.7632280e+000  1.9964290e+000  2.1486530e+000
  7.1097900e-001  7.6785700e-001  4.8633300e-001
  3.9814800e-001  3.0714300e-001  2.0097000e-001
  5.4034400e-001  5.3750000e-001  2.8027000e-001
  1.0806880e+000  8.4464300e-001  9.5040400e-001
  1.0238100e+000  1.2285710e+000  1.0812140e+000
  7.6785700e-001  4.6071400e-001  8.3221500e-001
  8.2473500e-001  3.0714300e-001  9.2446400e-001
  6.8254000e-001  5.3750000e-001  4.7939100e-001
  1.1660050e+000  1.3821430e+000  1.2740890e+000
  1.0522490e+000  8.4464300e-001  1.0855450e+000
  6.2566100e-001  6.9107100e-001  5.9096400e-001
  1.9338620e+000  2.6107140e+000  1.7733050e+000
  6.5410100e-001  6.1428600e-001  4.6145900e-001
  9.9537000e-001  1.3053570e+000  8.6054900e-001
  5.1190500e-001  3.8392900e-001  3.6988600e-001
  1.2513230e+000  1.4589290e+000  1.1903930e+000
  1.4788360e+000  1.9964290e+000  1.7474960e+000
  1.3366400e+000  1.3053570e+000  1.4072500e+000
  7.1097900e-001  4.6071400e-001  5.1342700e-001
  4.8346600e-001  5.3750000e-001  2.6310000e-001
  4.5502600e-001  3.0714300e-001  3.1328300e-001
  1.0806880e+000  9.9821400e-001  1.2007950e+000
  5.6878300e-001  6.9107100e-001  4.0091800e-001
  1.7632280e+000  1.7660710e+000  2.0443050e+000
  9.9537000e-001  1.2285710e+000  8.8622800e-001
  1.9623020e+000  2.6107140e+000  1.8521260e+000
  1.2228840e+000  1.2285710e+000  1.4243760e+000
  7.6785700e-001  3.8392900e-001  6.3133200e-001
  1.4219580e+000  1.8428570e+000  1.6775750e+000
  5.1190500e-001  3.0714300e-001  3.7748000e-001
  5.9722200e-001  7.6785700e-001  3.5469600e-001
  5.9722200e-001  6.1428600e-001  4.5658500e-001
  1.4219580e+000  1.2285710e+000  1.9380200e+000
  8.8161400e-001  7.6785700e-001  1.0090300e+000
  8.8161400e-001  4.6071400e-001  9.1432300e-001
  1.0806880e+000  1.2285710e+000  1.1749420e+000
  9.9537000e-001  7.6785700e-001  7.2819400e-001
  1.3650790e+000  9.2142900e-001  1.6019530e+000
  1.1375660e+000  1.1517860e+000  1.8361310e+000
  1.4084510e+000  9.7777800e-001  1.5866180e+000
  1.0140850e+000  1.2786320e+000  9.9428100e-001
  5.9154900e-001  6.7692300e-001  3.5245700e-001
  6.7605600e-001  5.2649600e-001  5.8854800e-001
  1.0422540e+000  1.2034190e+000  8.5827200e-001
  1.4366200e+000  1.9555560e+000  1.6233250e+000
  8.1690100e-001  4.5128200e-001  7.2988300e-001
  7.6056300e-001  9.0256400e-001  6.0249700e-001
  1.0140850e+000  9.7777800e-001  8.9243800e-001
  5.0704200e-001  4.5128200e-001  2.1960200e-001
  5.9154900e-001  8.2735000e-001  3.8004800e-001
  1.1830990e+000  1.2786320e+000  1.1836910e+000
  1.8028170e+000  2.4820510e+000  1.9484360e+000
  5.9154900e-001  6.7692300e-001  2.9178500e-001
  5.9154900e-001  3.7606800e-001  3.8537300e-001
  8.1690100e-001  3.0085500e-001  7.7783400e-001
  1.4647890e+000  1.1282050e+000  1.6103790e+000
  1.0140850e+000  1.2034190e+000  1.0856170e+000
